60.51007158300574673, 46.78625751771467378, 33.02672204532404976, 19.26243093125968286, 5.504995204494861127, -8.257242071207693712, -22.01315496337851485, -35.78384443892249323, -49.52176109877345311, -63.30430692937059689, -77.15069923777758731, -90.20287219319919814, -107.2376818886023102, -104.2391308540558299, -87.3494305115305707, -74.48429398401840729, -60.51007158300566857, -46.78625751771472352, -33.02672204532411371, -19.2624309312597326, -5.504995204494867345, 8.257242071207720358, 22.01315496337849353, 35.7838444389224648, 49.52176109877338206, 
55.93675731166678844, 43.2501807356075858, 30.53058255459098191, 17.80658816039520076, 5.08893102751180848, -7.633164756171757048, -20.34941414937014059, -33.07932332079082016, -45.7789366259221282, -58.51980605631889176, -71.31969648670823858, -83.38539417797269948, -99.13272335564643356, -96.36080097779918674, -80.74761387669606449, -68.85481651429768135, -55.93675731166671028, -43.25018073560764265, -30.53058255459104586, -17.80658816039524694, -5.088931027511815586, 7.633164756171781917, 20.34941414937011572, 33.07932332079079885, 45.77893662592207136, 
51.36851889564542972, 39.71802859394131957, 28.03721349295064869, 16.35236120835088158, 4.67332863413686006, -7.009780095515157683, -18.68751989721097573, -30.37780391150412385, -42.04026625978121956, -53.74061543153741383, -65.49516548119694903, -76.57548278292216537, -91.03676039885866089, -88.49121514584471981, -74.15312450259276034, -63.23158712014203076, -51.36851889564536577, -39.71802859394138352, -28.03721349295070553, -16.35236120835092422, -4.673328634136865389, 7.009780095515179887, 18.68751989721095441, 30.37780391150409898, 42.04026625978116272, 
46.7990473166125085, 36.18492297328040053, 25.5431713643157785, 14.89774169822959315, 4.257614051893387597, -6.38622715666562879, -17.02517702868500393, -27.6755552465378365, -38.30058666654047528, -48.96013469871711976, -59.66906218555070751, -69.76373310140759543, -82.93861199526362782, -80.61950497595498177, -67.55685499364628299, -57.60683977576948678, -46.79904731661245165, -36.18492297328045737, -25.54317136431582824, -14.89774169822963046, -4.257614051893392926, 6.386227156665650107, 17.02517702868498617, 27.67555524653781873, 38.30058666654041843, 
42.22978471322900162, 32.65197893214322278, 23.04924329571266028, 13.44318871222416867, 3.841918481525420592, -5.762702734763426982, -15.3629101840875002, -24.97343016351311107, -34.56107810007121373, -44.17987259162811142, -53.84322533509366338, -62.95229494164966155, -74.84083394429954694, -72.74815480299619708, -60.96088715190143859, -51.98234966797419787, -42.22978471322894478, -32.65197893214326541, -23.04924329571271002, -13.4431887122242042, -3.841918481525424589, 5.762702734763444745, 15.36291018408748421, 24.9734301635130862, 34.56107810007115688, 
37.66049697351392922, 29.11901545564840887, 20.55530150756479557, 11.98862772446238267, 3.4262206243417066, -5.139174882741760264, -13.70063419506251456, -22.27129021561456312, -30.821548961895882, -39.3995841874614996, -48.01735643566522782, -56.14081931095106626, -66.74301134600877106, -64.87676132833105669, -54.36488302455671828, -46.35782861885197548, -37.66049697351385106, -29.11901545564844795, -20.5553015075648382, -11.98862772446241287, -3.426220624341711485, 5.139174882741778028, 13.70063419506250391, 22.27129021561454536, 30.82154896189584292, 
33.09127220753325815, 25.58610067030992496, 18.06139409081937686, 10.53408678339989102, 3.010528496288645606, -4.515655624155130887, -12.03838111545637624, -19.56918750849689204, -27.08207136175629159, -34.61936166503173951, -42.1915678281206965, -49.32943755572755151, -58.64530035157371657, -57.00547633688480431, -47.76896980306773344, -40.73338508664593149, -33.09127220753320842, -25.58610067030996049, -18.06139409081941594, -10.53408678339991944, -3.010528496288649603, 4.51565562415514421, 12.03838111545636202, 19.56918750849687783, 27.08207136175625251, 
28.52169836586571705, 22.05291598039932666, 15.56729614668931738, 9.079434719574990709, 2.594804610547452484, -3.892088730482766934, -10.3760010444752826, -16.86687836847062272, -23.34230807623708159, -29.8387739472907576, -36.36533414701030864, -42.51753543044422656, -50.54697071520872242, -49.13359000180683012, -41.17255267269786145, -35.10851186306118166, -28.52169836586568152, -22.05291598039936218, -15.56729614668934936, -9.079434719575013801, -2.594804610547455592, 3.892088730482778924, 10.37600104447527016, 16.86687836847060495, 23.34230807623704962, 
23.95343128629916052, 18.52074167614142652, 13.0739114403320702, 7.625198642941232841, 2.179199609463160492, -3.268700158380926979, -8.714096364712151654, -14.16534200842157709, -19.60361425169990213, -25.05955333533828977, -30.54076659530933213, -35.70758130640595596, -42.45095696006525543, -41.26395479190647819, -34.57802192127861929, -29.48524718578866555, -23.95343128629912854, -18.52074167614145495, -13.07391144033209329, -7.625198642941253269, -2.179199609463164933, 3.268700158380936305, 8.714096364712144549, 14.16534200842156821, 19.60361425169987015, 
19.38267894825889215, 14.98664577536401765, 10.57917026655254311, 6.170171423305261804, 1.763368508233525311, -2.644972446359233675, -7.051287564717883427, -11.46233594092901065, -15.86288647854583012, -20.27773270059452315, -24.71303032435189095, -28.89392238667653601, -34.35053875867596673, -33.39003829169408988, -27.97990357019746455, -23.8589233033633441, -19.38267894825886373, -14.98664577536403719, -10.57917026655256088, -6.170171423305277791, -1.76336850823352842, 2.644972446359241669, 7.051287564717876322, 11.46233594092899999, 15.86288647854581235, 
